[03:01:09:256796 +02:00] [Thread 9800] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM 5Rnd_127x108_APDS_Mag FOR 50 POPTABS | PLAYER TOTAL MONEY: 1080
[03:01:14:899819 +02:00] [Thread 9800] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM 5Rnd_127x108_APDS_Mag FOR 50 POPTABS | PLAYER TOTAL MONEY: 380
[03:01:15:273727 +02:00] [Thread 16588] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM 5Rnd_127x108_APDS_Mag FOR 50 POPTABS | PLAYER TOTAL MONEY: 330
[03:01:15:647013 +02:00] [Thread 9800] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM 5Rnd_127x108_APDS_Mag FOR 50 POPTABS | PLAYER TOTAL MONEY: 280
[03:01:16:021777 +02:00] [Thread 16588] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM 5Rnd_127x108_APDS_Mag FOR 50 POPTABS | PLAYER TOTAL MONEY: 230
[03:01:16:372957 +02:00] [Thread 9800] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM 5Rnd_127x108_APDS_Mag FOR 50 POPTABS | PLAYER TOTAL MONEY: 180
[03:01:16:746763 +02:00] [Thread 16588] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM 5Rnd_127x108_APDS_Mag FOR 50 POPTABS | PLAYER TOTAL MONEY: 130
[03:01:17:076767 +02:00] [Thread 9800] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM 5Rnd_127x108_APDS_Mag FOR 50 POPTABS | PLAYER TOTAL MONEY: 80
[03:01:17:471831 +02:00] [Thread 16588] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM 5Rnd_127x108_APDS_Mag FOR 50 POPTABS | PLAYER TOTAL MONEY: 30
[03:26:30:726801 +02:00] [Thread 11432] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE SOLD ITEM: Exile_Car_OldTractor_Red (ID# <null>) with Cargo [] FOR 600 POPTABS AND 60 RESPECT | PLAYER TOTAL MONEY: 9524
[03:26:45:889999 +02:00] [Thread 11432] PLAYER: ( 76561198207815415 ) R DarkV:2 (Paulinchen) REMOTE SOLD ITEM: Exile_Car_Ural_Covered_Blue (ID# <null>) with Cargo ["B_Carryall_oli","B_FieldPack_cbr","B_Kitbag_mcamo","B_Carryall_mcamo","B_Kitbag_mcamo","B_FieldPack_oucamo","B_Bergen_rgr","Exile_Magazine_30Rnd_545x39_AK","Exile_Item_EnergyDrink","Exile_Item_InstaDoc","Exile_Item_BBQSandwich","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","Exile_Item_EnergyDrink","30Rnd_65x39_caseless_green","11Rnd_45ACP_Mag","11Rnd_45ACP_Mag","Exile_Item_EnergyDrink","Exile_Item_EnergyDrink","Exile_Item_InstaDoc","Exile_Item_BBQSandwich","Exile_Item_EnergyDrink","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","Exile_Magazine_6Rnd_45ACP","Exile_Item_Vishpirin","Exile_Item_EnergyDrink","Exile_Item_InstaDoc","Exile_Item_BBQSandwich","Exile_Item_EnergyDrink","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","Exile_Magazine_8Rnd_9x18","Exile_Item_BBQSandwich","Exile_Item_EnergyDrink","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","30Rnd_65x39_caseless_green","16Rnd_9x21_Mag","Exile_Item_Vishpirin","Exile_Item_CatFood_Cooked","Exile_Item_InstaDoc","Exile_Item_BBQSandwich","Exile_Item_EnergyDrink","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_6Rnd_45ACP","Exile_Magazine_6Rnd_45ACP","arifle_Katiba_GL_F","optic_DMS","30Rnd_65x39_caseless_green","Exile_Weapon_Makarov","Exile_Magazine_8Rnd_9x18","Exile_Weapon_Taurus","Exile_Magazine_6Rnd_45ACP","arifle_Katiba_GL_F","optic_Holosight","30Rnd_65x39_caseless_green","arifle_Mk20_F","optic_Aco","30Rnd_556x45_Stanag","Exile_Weapon_Colt1911","Exile_Magazine_7Rnd_45ACP","arifle_Katiba_F","optic_DMS","30Rnd_65x39_caseless_green","Exile_Weapon_Makarov","Exile_Magazine_8Rnd_9x18","Exile_Weapon_Colt1911","Exile_Magazine_7Rnd_45ACP","arifle_TRG21_GL_F","optic_Holosight","30Rnd_556x45_Stanag","Exile_Weapon_Makarov","Exile_Magazine_8Rnd_9x18","hgun_ACPC2_F","9Rnd_45ACP_Mag","arifle_TRG21_F","optic_Arco","30Rnd_556x45_Stanag","arifle_TRG20_F","30Rnd_556x45_Stanag","Exile_Weapon_TaurusGold","Exile_Magazine_6Rnd_45ACP","hgun_Rook40_F","16Rnd_9x21_Mag","arifle_Mk20_GL_F","30Rnd_556x45_Stanag","hgun_P07_F","16Rnd_9x21_Mag","arifle_Mk20_plain_F","30Rnd_556x45_Stanag","arifle_Katiba_F","optic_DMS","30Rnd_65x39_caseless_green","Exile_Weapon_TaurusGold","Exile_Magazine_6Rnd_45ACP","Exile_Weapon_AK107","optic_Arco","Exile_Magazine_30Rnd_545x39_AK","Exile_Weapon_AK74_GL","optic_DMS","Exile_Magazine_30Rnd_545x39_AK","arifle_Katiba_GL_F","optic_MRCO","30Rnd_65x39_caseless_green","Exile_Weapon_Taurus","Exile_Magazine_6Rnd_45ACP","V_PlateCarrierSpec_mtp","U_BG_Guerilla2_3","V_PlateCarrierIA2_dgtl","U_BG_Guerilla1_1","V_PlateCarrierGL_blk","V_PlateCarrierGL_blk","U_I_OfficerUniform","U_BG_Guerilla3_1","V_PlateCarrierL_CTRG","V_PlateCarrierL_CTRG","U_O_CombatUniform_ocamo","U_O_CombatUniform_ocamo","U_BG_Guerilla2_2","V_PlateCarrierSpec_rgr"] FOR 21876 POPTABS AND 2187.6 RESPECT | PLAYER TOTAL MONEY: 22261
[03:44:49:270073 +02:00] [Thread 11432] PLAYER: ( 76561198207815415 ) R DarkV:2 (Paulinchen) REMOTE SOLD ITEM: Exile_Car_Volha_White (ID# <null>) with Cargo [] FOR 3000 POPTABS AND 300 RESPECT | PLAYER TOTAL MONEY: 3000
[03:46:56:056334 +02:00] [Thread 11432] PLAYER: ( 76561198207815415 ) R DarkV:2 (Paulinchen) REMOTE SOLD ITEM: Exile_Car_Volha_Blue (ID# <null>) with Cargo [] FOR 3000 POPTABS AND 300 RESPECT | PLAYER TOTAL MONEY: 6000
[04:00:16:183883 +02:00] [Thread 9800] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM Land_Cargo20_military_green_F_Kit FOR 50000 POPTABS | PLAYER TOTAL MONEY: 10000
[04:03:34:736559 +02:00] [Thread 11432] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM Exile_Item_SafeKit FOR 25000 POPTABS | PLAYER TOTAL MONEY: 25000
[04:03:35:751816 +02:00] [Thread 9800] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM Exile_Item_SafeKit FOR 25000 POPTABS | PLAYER TOTAL MONEY: 0
[04:46:17:028883 +02:00] [Thread 10836] PLAYER: ( 76561198207815415 ) R DarkV:2 (Paulinchen) REMOTE SOLD ITEM: Exile_Car_Volha_Black (ID# 28) with Cargo ["Exile_Item_InstaDoc","Exile_Item_BBQSandwich","Exile_Item_EnergyDrink","Exile_Magazine_6Rnd_45ACP","Exile_Magazine_6Rnd_45ACP","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_10Rnd_762x54","Exile_Magazine_10Rnd_762x54","Exile_Magazine_10Rnd_762x54","Exile_Item_Surstromming_Cooked","Exile_Item_Surstromming_Cooked","Exile_Item_PlasticBottleCoffee","Exile_Item_PowerDrink","Exile_Item_Vishpirin","Exile_Item_InstaDoc","Exile_Item_CatFood_Cooked","Exile_Item_PlasticBottleFreshWater","100Rnd_65x39_caseless_black_mag","100Rnd_65x39_caseless_black_mag","9Rnd_45ACP_Mag","9Rnd_45ACP_Mag","130Rnd_338_Mag","Exile_Weapon_AK107_GL","optic_Arco","Exile_Magazine_30Rnd_545x39_AK","Exile_Weapon_Taurus","Exile_Magazine_6Rnd_45ACP","arifle_MX_GL_Black_F","optic_Holosight","30Rnd_65x39_caseless_black_mag","Exile_Weapon_SVD","optic_LRPS_tna_F","Exile_Magazine_10Rnd_762x54","hgun_Pistol_heavy_02_F","6Rnd_45ACP_Cylinder","hgun_ACPC2_F","9Rnd_45ACP_Mag","arifle_MX_SW_Black_F","100Rnd_65x39_caseless_black_mag","bipod_01_F_blk","hgun_ACPC2_F","9Rnd_45ACP_Mag","arifle_Mk20_GL_F","optic_Arco","30Rnd_556x45_Stanag","arifle_TRG21_GL_F","optic_Aco","30Rnd_556x45_Stanag","Exile_Weapon_TaurusGold","Exile_Magazine_6Rnd_45ACP","arifle_MX_Black_F","optic_Hamr","30Rnd_65x39_caseless_black_mag","bipod_02_F_tan","arifle_Katiba_GL_F","optic_Aco","30Rnd_65x39_caseless_green","Exile_Weapon_Colt1911","Exile_Magazine_7Rnd_45ACP","Exile_Weapon_AK47","optic_MRCO","Exile_Magazine_30Rnd_762x39_AK","hgun_Pistol_heavy_02_F","6Rnd_45ACP_Cylinder","hgun_P07_F","16Rnd_9x21_Mag"] FOR 7349 POPTABS AND 734.9 RESPECT | PLAYER TOTAL MONEY: 10211
[04:48:23:119183 +02:00] [Thread 9800] PLAYER: ( 76561198207815415 ) R DarkV:2 (Paulinchen) REMOTE SOLD ITEM: Exile_Car_Tractor_Red (ID# <null>) with Cargo [] FOR 1000 POPTABS AND 100 RESPECT | PLAYER TOTAL MONEY: 11211
[04:54:45:257619 +02:00] [Thread 9800] PLAYER: ( 76561198207815415 ) R DarkV:2 (Paulinchen) REMOTE SOLD ITEM: Exile_Car_Lada_Green (ID# <null>) with Cargo [] FOR 3000 POPTABS AND 300 RESPECT | PLAYER TOTAL MONEY: 14211
[13:34:42:415975 +02:00] [Thread 5816] PLAYER: ( 76561198202120684 ) R DarkV:2 (Kevin Tredup) REMOTE SOLD ITEM: Exile_Car_Ural_Covered_Yellow (ID# <null>) with Cargo [] FOR 14000 POPTABS AND 1400 RESPECT | PLAYER TOTAL MONEY: 14250
[17:34:25:689939 +02:00] [Thread 4320] PLAYER: ( 76561198202120684 ) R DarkV:2 (Kevin Tredup) REMOTE SOLD ITEM: Exile_Car_Volha_Blue (ID# <null>) with Cargo [] FOR 3000 POPTABS AND 300 RESPECT | PLAYER TOTAL MONEY: 3000
[17:52:57:515442 +02:00] [Thread 9220] PLAYER: ( 76561198202120684 ) R DarkV:2 (Kevin Tredup) REMOTE SOLD ITEM: Exile_Car_Ural_Covered_Military (ID# <null>) with Cargo [] FOR 14000 POPTABS AND 1400 RESPECT | PLAYER TOTAL MONEY: 14250
[18:54:03:262889 +02:00] [Thread 6184] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED VEHICLE Exile_Chopper_Huron_Black FOR 50000 POPTABS | PLAYER TOTAL MONEY: 300
[19:10:38:609523 +02:00] [Thread 8484] PLAYER: ( 76561198141018060 ) R DarkV:3 (Robert Schmidt) REMOTE PURCHASED ITEM Land_CargoBox_V1_F_Kit FOR 60000 POPTABS | PLAYER TOTAL MONEY: 0
[19:11:17:918568 +02:00] [Thread 8484] PLAYER: ( 76561198141018060 ) R DarkV:3 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_CodeLock FOR 5000 POPTABS | PLAYER TOTAL MONEY: 0
[19:49:39:723828 +02:00] [Thread 11520] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE SOLD ITEM: Exile_Chopper_Huron_Black (ID# 30) with Cargo ["Exile_Item_Bandage","Exile_Item_InstaDoc","Exile_Item_BBQSandwich","Exile_Item_EnergyDrink","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_6Rnd_45ACP","Exile_Item_PlasticBottleFreshWater","Exile_Item_Matches","20Rnd_762x51_Mag","20Rnd_762x51_Mag","20Rnd_762x51_Mag","20Rnd_762x51_Mag","20Rnd_762x51_Mag","20Rnd_762x51_Mag","11Rnd_45ACP_Mag","11Rnd_45ACP_Mag","Exile_Item_Bandage","Exile_Item_CatFood_Cooked","Exile_Item_InstaDoc","Exile_Item_BBQSandwich","Exile_Item_EnergyDrink","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","Exile_Magazine_30Rnd_545x39_AK","16Rnd_9x21_Mag","Exile_Item_PowerDrink","Exile_Item_PowerDrink","Exile_Item_InstaDoc","Exile_Item_BBQSandwich","Exile_Item_EnergyDrink","30Rnd_556x45_Stanag","30Rnd_556x45_Stanag","30Rnd_556x45_Stanag","30Rnd_556x45_Stanag","30Rnd_556x45_Stanag","Exile_Magazine_8Rnd_9x18","Exile_Item_CatFood_Cooked","Exile_Item_PlasticBottleEmpty","Exile_Item_Surstromming_Cooked","Exile_Item_BBQSandwich","Exile_Item_Surstromming_Cooked","Exile_Item_BBQSandwich","Exile_Item_EnergyDrink","Exile_Item_CanOpener","Exile_Item_MetalBoard","Exile_Item_InstaDoc","Exile_Item_InstaDoc","Exile_Item_CanOpener","Exile_Item_InstaDoc","Exile_Item_Surstromming_Cooked","Exile_Item_PlasticBottleFreshWater","Exile_Item_CanOpener","Exile_Item_InstaDoc","Exile_Item_DuctTape","Exile_Item_InstaDoc","Exile_Item_Surstromming_Cooked","Exile_Item_PlasticBottleFreshWater","Exile_Item_PlasticBottleFreshWater","Exile_Item_Matches","Exile_Item_CanOpener","Exile_Item_CanOpener","Exile_Item_CanOpener","Exile_Item_InstaDoc","Exile_Item_Surstromming_Cooked","Exile_Item_PlasticBottleFreshWater","Exile_Item_PlasticBottleFreshWater","Exile_Item_Matches","16Rnd_9x21_Mag","srifle_EBR_F","optic_SOS","20Rnd_762x51_Mag","bipod_01_F_snd","hgun_Pistol_heavy_01_F","11Rnd_45ACP_Mag","Exile_Weapon_Makarov","Exile_Magazine_8Rnd_9x18","Exile_Weapon_Taurus","Exile_Magazine_6Rnd_45ACP","hgun_Pistol_heavy_02_F","6Rnd_45ACP_Cylinder","Exile_Weapon_TaurusGold","Exile_Magazine_6Rnd_45ACP","hgun_P07_F","16Rnd_9x21_Mag","Exile_Weapon_Colt1911","Exile_Magazine_7Rnd_45ACP","hgun_P07_F","16Rnd_9x21_Mag","Exile_Weapon_Makarov","Exile_Magazine_8Rnd_9x18","hgun_Pistol_heavy_01_F","11Rnd_45ACP_Mag","arifle_Katiba_GL_F","30Rnd_65x39_caseless_green","Exile_Weapon_Colt1911","Exile_Magazine_7Rnd_45ACP","Exile_Weapon_PKP","muzzle_snds_B_snd_F","Exile_Magazine_100Rnd_762x54_PK_Green","bipod_02_F_tan","Exile_Weapon_Makarov","Exile_Magazine_8Rnd_9x18","ItemMap","ItemCompass","ItemWatch","ItemRadio","ItemGPS","H_HelmetIA_camo"] FOR 8503 POPTABS AND 850.3 RESPECT | PLAYER TOTAL MONEY: 9703
[19:51:36:650980 +02:00] [Thread 6184] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM B_Bergen_dgtl_F FOR 400 POPTABS | PLAYER TOTAL MONEY: 12845
[19:51:51:572242 +02:00] [Thread 8484] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED ITEM B_Bergen_tna_F FOR 400 POPTABS | PLAYER TOTAL MONEY: 12445
[19:54:03:202682 +02:00] [Thread 11484] PLAYER: ( 76561198191441767 ) R DarkV:1 (marvi) REMOTE PURCHASED VEHICLE Exile_Car_HMMWV_M134_Green FOR 33000 POPTABS | PLAYER TOTAL MONEY: 12445
[21:27:45:598448 +02:00] [Thread 11664] PLAYER: ( 76561198202120684 ) R DarkV:2 (Kevin Tredup) REMOTE SOLD ITEM: Exile_Car_Volha_White (ID# 32) with Cargo [] FOR 3000 POPTABS AND 300 RESPECT | PLAYER TOTAL MONEY: 3625
[21:30:06:211648 +02:00] [Thread 10772] PLAYER: ( 76561198202120684 ) R DarkV:2 (Kevin Tredup) REMOTE SOLD ITEM: Exile_Car_UAZ_Green (ID# <null>) with Cargo [] FOR 3500 POPTABS AND 350 RESPECT | PLAYER TOTAL MONEY: 7526
[21:50:52:374210 +02:00] [Thread 10772] PLAYER: ( 76561198191441767 ) R DarkV:3 (marvi) REMOTE PURCHASED VEHICLE Exile_Car_Hunter FOR 26500 POPTABS | PLAYER TOTAL MONEY: 0
[21:51:44:395609 +02:00] [Thread 10772] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED VEHICLE SKIN ["exile_assets\texture\vehicle\Exile_Hunter_Black_co.paa","exile_assets\texture\vehicle\Exile_Hunter_Black_Back_co.paa"] (Exile_Car_Hunter_Abstract) FOR 1000 POPTABS | PLAYER TOTAL MONEY: 0
[21:54:39:810261 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Land_WaterCooler_01_new_F_Kit FOR 180000 POPTABS | PLAYER TOTAL MONEY: 0
[21:56:21:435289 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3396
[21:56:22:862344 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3392
[21:56:23:997318 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3388
[21:56:25:666535 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3384
[21:56:26:104390 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3380
[21:56:26:520429 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3376
[21:56:26:936524 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3372
[21:56:27:354499 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3368
[21:56:27:793353 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3364
[21:56:28:167411 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3360
[21:56:28:608353 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3356
[21:56:29:002635 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3352
[21:56:29:441387 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3348
[21:56:29:857394 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3344
[21:56:30:231380 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3340
[21:56:30:626484 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3336
[21:56:31:042484 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3332
[21:56:31:438773 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3328
[21:56:31:855642 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3324
[21:56:32:294635 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3320
[21:56:32:668512 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3316
[21:56:33:064597 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3312
[21:56:33:461528 +02:00] [Thread 4832] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3308
[21:56:33:877717 +02:00] [Thread 6236] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED ITEM Exile_Item_PlasticBottleEmpty FOR 4 POPTABS | PLAYER TOTAL MONEY: 3304
